idiom,condition,sentence,stickiness_score
"('strike', 'chord')",idiom,The author's words really struck a chord.,8.191531796008348
"('strike', 'chord')",idiom,His anti-government theme struck a chord.,7.820691592991352
"('strike', 'chord')",idiom,Apparently we have struck a chord with a lot of people.,9.870966866612434
"('strike', 'chord')",idiom,The professor's comments seemed to strike a chord.,8.123681342229247
"('strike', 'chord')",idiom,The novels have struck a chord with readers and publishers alike.,7.613311913795769
"('strike', 'chord')",idiom,His unforgiving self-analysis will no doubt strike a chord.,9.068688153289258
"('strike', 'chord')",idiom,This story may strike a chord for other women in the same situation.,10.823246986139566
"('strike', 'chord')",idiom,Her comments about political corruption clearly struck a chord.,9.262119188904762
"('strike', 'chord')",idiom,The speaker obviously struck a chord with his audience.,8.90355487819761
"('run', 'show')",idiom,They made it clear who runs the show around the office.,5.713590621948242
"('run', 'show')",idiom,Somebody had to run the show.,3.9185879230499268
"('run', 'show')",idiom,There are some serious problems with the way the state's leadership runs the show.,6.173376977443695
"('run', 'show')",idiom,Many wonder who will run the show after his passing.,6.574491739273071
"('run', 'show')",idiom,It looks to me as if the employees run the show.,7.2313618659973145
"('run', 'show')",idiom,The king's mother runs the show behind the scene.,7.694461524486542
"('run', 'show')",idiom,We need to find someone to run the show.,4.442677438259125
"('run', 'show')",idiom,We will let the organizations run the show with this new project.,6.2772437781095505
"('run', 'show')",idiom,You'll be given free rein to run the show.,4.401322722434998
"('run', 'show')",idiom,Corporate is looking for someone dynamic to run the show until the boss comes back.,4.968220591545105
"('spill', 'bean')",verbmatch,"In a fit of rage, the toddler decided to spill the juice all over the floor.",3.0779113173484802
"('spill', 'bean')",verbmatch,"My brother is very clumsy, so he might spill the drinks.",6.315258979797363
"('spill', 'bean')",verbmatch,"The carpet is new, so please be careful not to spill the wine.",3.7779822945594788
"('spill', 'bean')",verbmatch,The manager is worried that the waiter might spill the soup in front of all the clients.,3.1716814041137695
"('spill', 'bean')",verbmatch,"The waiter stumbled, but luckily he didn't spill the drinks.",5.691303133964539
"('spill', 'bean')",verbmatch,Please do not spill the soap all over the countertops.,1.3395423889160156
"('spill', 'bean')",verbmatch,The young girl is proud that she managed not to spill the milk.,6.233638763427734
"('spill', 'bean')",verbmatch,The teacher made sure that the students did not spill the ink all over their homework.,0.31011056900024414
"('spill', 'bean')",verbmatch,It would be disastrous if this ship were to spill the oil.,4.0575467348098755
"('spill', 'bean')",verbmatch,I told him to be careful not to spill the beer all over me.,4.564136266708374
"('call', 'shot')",verbmatch,"Whenever I feel sick, I call my mom to help me out.",2.012741365469992
"('call', 'shot')",verbmatch,"If you need help with this document, you can call the boss.",1.6978896856307983
"('call', 'shot')",verbmatch,The soldier fired three times and did not miss a shot.,0
"('call', 'shot')",verbmatch,The principal said he would call my dad to let him know what happened.,1.9684022590517998
"('call', 'shot')",verbmatch,Michelle needs to call her friend.,2.130671739578247
"('call', 'shot')",verbmatch,We should probably call a cab before it gets too late.,4.9269008450210094
"('call', 'shot')",verbmatch,"As soon as we get there, I will call the cops.",5.9271488059312105
"('call', 'shot')",verbmatch,He never fails to call his mom on her birthday.,0.035960860550403595
"('call', 'shot')",verbmatch,I think I heard someone call their dog.,4.090865850448608
"('call', 'shot')",verbmatch,This is the part where the trainer calls the dogs on stage.,2.4389666616916656
"('clear', 'air')",verbmatch,The barman cleared the bar to make space for a new guest.,6.043062686920166
"('clear', 'air')",verbmatch,"Before you start building your house, you should first clear the ground.",4.608384162187576
"('clear', 'air')",verbmatch,"With a wave of the arm, the lawyer cleared his desk.",4.133347928524017
"('clear', 'air')",verbmatch,The art collector cleared her shelf to make space for her new acquisition.,7.841556787490845
"('clear', 'air')",verbmatch,The workers used bulldozers to clear the land.,2.04911807179451
"('clear', 'air')",verbmatch,Let me clear my bed from all the clothes.,5.365008354187012
"('clear', 'air')",verbmatch,They were shoveling the snow to clear a path.,3.5302294492721558
"('clear', 'air')",verbmatch,The farmer cleared the shed to make space for his new truck.,5.99794065952301
"('clear', 'air')",verbmatch,This gust of wind really seems to have cleared the sky.,7.421954862773418
"('clear', 'air')",verbmatch,Julia began to clear the dishes from the table.,4.5692238509655
"('have', 'ball')",verbmatch,I can't wait to have a cat in my new appartment.,7.38674646243453
"('have', 'ball')",verbmatch,This park has a bench.,7.316014301031828
"('have', 'ball')",verbmatch,Mike already has a couch.,7.2008471712470055
"('have', 'ball')",verbmatch,I have a plant in my living room.,7.440264828503132
"('have', 'ball')",verbmatch,"As a kid, I desperately wanted to have a cat.",7.371319834142923
"('have', 'ball')",verbmatch,Monica has a shirt with stripes.,7.152423329651356
"('have', 'ball')",verbmatch,My dad has a bike and my mom has a car.,7.228320114314556
"('have', 'ball')",verbmatch,My parents used to have a house by a lake.,7.422669343650341
"('have', 'ball')",verbmatch,John's dad has a farm.,7.204014182090759
"('have', 'ball')",verbmatch,I have a book on art history.,7.427350584417582
"('get', 'sack')",verbmatch,I stopped by the bakery and got the cake for my dad.,0.5194194316864014
"('get', 'sack')",verbmatch,The hosts expect to get a gift.,1.943769931793213
"('get', 'sack')",verbmatch,I am trying to convince my mom to get a dog.,4.074867129325867
"('get', 'sack')",verbmatch,Sasha went to get a glass in the kitchen.,3.023856043815613
"('get', 'sack')",verbmatch,Yesterday I went to the store to get a dress.,1.2591299712657928
"('get', 'sack')",verbmatch,The journalist got a tip from an anonymous source.,4.495639577507973
"('get', 'sack')",verbmatch,"If you park your car there, you might get a fine.",-3.5506091117858887
"('get', 'sack')",verbmatch,My niece got a crown for her birthday.,3.2437002062797546
"('get', 'sack')",verbmatch,"Last year for Christmas, I got a mug.",2.6866348683834076
"('get', 'sack')",verbmatch,The toddler got a star for his good behavior.,3.5255284793674946
"('bite', 'dust')",verbmatch,It was Eve who bit the fruit in the garden of Eden.,3.1616449058055878
"('bite', 'dust')",verbmatch,The young girl blushed and bit her lip.,9.730471206828952
"('bite', 'dust')",verbmatch,I understand why the mailman is afraid of my dog: she tried to bite the guy.,2.385339856147766
"('bite', 'dust')",verbmatch,The dog bit the shoes in the entrance.,2.3019051551818848
"('bite', 'dust')",verbmatch,My cat often bites my arm.,2.506551682949066
"('bite', 'dust')",verbmatch,Scorpios bite their prey to inject them with venom.,4.7564535439014435
"('bite', 'dust')",verbmatch,"If there is one thing I cannot stand, it is people who bite their nails.",9.879853367805481
"('bite', 'dust')",verbmatch,She licked her lips before she bit the cake.,1.9756466448307037
"('bite', 'dust')",verbmatch,He was sure he saw her bite her cheeks.,5.940754652023315
"('bite', 'dust')",verbmatch,Lions bite their preys at the neck.,5.862981140613556
"('break', 'mold')",verbmatch,Harry broke a vase in the living room.,7.006067454814911
"('break', 'mold')",verbmatch,I'm worried that the kids might break the frame.,4.633736848831177
"('break', 'mold')",verbmatch,Sophie was startled and accidentally broke a glass.,4.581176221370697
"('break', 'mold')",verbmatch,I’m worried that you might break the plates by going too fast.,2.9231700897216797
"('break', 'mold')",verbmatch,"Last time she went skiing, Sarah broke a leg.",4.977454990148544
"('break', 'mold')",verbmatch,I broke my phone by dropping it on the floor.,1.400794267654419
"('break', 'mold')",verbmatch,Please be careful not to break the dishes.,3.943490505218506
"('break', 'mold')",verbmatch,"Unfortunately, I already broke the lace off my new shoes.",9.445055782794952
"('break', 'mold')",verbmatch,The thieves managed to break the glass.,3.4204206466674805
"('break', 'mold')",verbmatch,I got angry at my son when he broke a lamp with his soccer ball.,3.874310851097107
"('lose', 'ground')",verbmatch,It is very common for people to lose keys on their way to work.,2.962070941925049
"('lose', 'ground')",verbmatch,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.",1.1032214164733887
"('lose', 'ground')",verbmatch,My grandpa always loses gloves.,-5.018799781799316
"('lose', 'ground')",verbmatch,Many people lose bags.,-0.2119288444519043
"('lose', 'ground')",verbmatch,Students often lose pens in their backpacks.,-0.8662538528442383
"('lose', 'ground')",verbmatch,The worst thing a hiker could do is lose shoes.,1.4765864610671997
"('lose', 'ground')",verbmatch,Michael's wallet had a hole in it and he lost coins.,0.7071380615234375
"('lose', 'ground')",verbmatch,I always lose socks in the dryer.,-0.37534523010253906
"('lose', 'ground')",verbmatch,"These documents are very important, so please be careful not to lose them.",-0.3341817855834961
"('lose', 'ground')",verbmatch,"Sarah's cat ran away, and she is worried that she lost him.",2.986337900161743
"('make', 'wave')",verbmatch,I hear waves from my bedroom.,0.1672887597233057
"('make', 'wave')",verbmatch,I don't know how this new company expects to make sales.,0.15417100302875042
"('make', 'wave')",verbmatch,This lawyer always wished he had more time to make art.,0.16464806348085403
"('make', 'wave')",verbmatch,Artists often make art about their own feelings.,0.1647176295518875
"('make', 'wave')",verbmatch,My neighbors don't want us to make noise.,0.15706923976540565
"('make', 'wave')",verbmatch,Kevin's father made sweets for the entire class.,0.15961931832134724
"('make', 'wave')",verbmatch,The businessman is stepping out to make calls.,0.15966311283409595
"('make', 'wave')",verbmatch,You need to make money to travel.,0.15697377175092697
"('make', 'wave')",verbmatch,My daughter is excited to start school and make friends.,0.16043567471206188
"('make', 'wave')",verbmatch,The intern's job is to make drinks for the other employees.,0.16424379125237465
"('cut', 'corner')",verbmatch,Kids love to cut circles into cardboard paper.,1.0481368899345398
"('cut', 'corner')",verbmatch,These scissors aren't sharp enough to cut fabric.,0.24518101662397385
"('cut', 'corner')",verbmatch,"When making clothes, it is important to cut patterns.",-2.3786678314208984
"('cut', 'corner')",verbmatch,The cook cut mushrooms for the soup.,2.1455330848693848
"('cut', 'corner')",verbmatch,It breaks my heart whenever I have to cut flowers.,3.9168219566345215
"('cut', 'corner')",verbmatch,You can always cut fabric to make a rag.,1.366220474243164
"('cut', 'corner')",verbmatch,My job at the bakery is to cut pastries.,-1.1591095924377441
"('cut', 'corner')",verbmatch,The pirate cut cables on the boat.,6.33371639251709
"('cut', 'corner')",verbmatch,"To open a package, you often have to cut cardboard.",3.413510799407959
"('cut', 'corner')",verbmatch,The mother cut apples for her children's snack.,1.9055156707763672
"('raise', 'hell')",verbmatch,It is not always easy to raise kids in this country.,4.431374490261078
"('raise', 'hell')",verbmatch,The new CEO promised to raise pays.,3.1515989303588867
"('raise', 'hell')",verbmatch,My uncle and aunt raise ducks.,3.194552421569824
"('raise', 'hell')",verbmatch,Sheep farmers raise sheep for their wool.,1.9238407611846924
"('raise', 'hell')",verbmatch,"Not only do farmers grow crops, but they also raise cows.",1.7160042524337769
"('raise', 'hell')",verbmatch,My neighbors raise worms to use in their compost.,0.970550537109375
"('raise', 'hell')",verbmatch,Dairy farmers usually raise cows.,2.5153769850730896
"('raise', 'hell')",verbmatch,Students must raise hands to speak.,6.810922145843506
"('raise', 'hell')",verbmatch,It is truly shocking to learn the conditions in which we raise pigs.,7.608304023742676
"('raise', 'hell')",verbmatch,"As a philantropist, my job is to raise funds for charity.",0.5095052719116211
"('pull', 'string')",verbmatch,My toddler unfornately likes to grab and pull hair from our dog.,2.0134057998657227
"('pull', 'string')",verbmatch,It is much more difficult to lift a heavy box than to pull one.,-0.5156650543212891
"('pull', 'string')",verbmatch,You have to pull ropes to raise the flag.,0.07502079010009766
"('pull', 'string')",verbmatch,My truck is strong enough to pull boats.,0.2965092658996582
"('pull', 'string')",verbmatch,"Before the 20th century, horses pulled carts.",4.960989952087402
"('pull', 'string')",verbmatch,"The bookshelf is misplaced, please pull books to the left a little bit.",-1.7000770568847656
"('pull', 'string')",verbmatch,A tow truck can be used to pull cars.,1.4591150283813477
"('pull', 'string')",verbmatch,My dog likes to pull toys into the living room.,-0.07214975357055664
"('pull', 'string')",verbmatch,It is a dentist's job to pull teeth.,1.0396957397460938
"('pull', 'string')",verbmatch,The movers pulled chairs from one side of the room to another.,-0.02319812774658203
"('mean', 'business')",verbmatch,This necklace means nothing to me.,3.0698861330747604
"('mean', 'business')",verbmatch,"Here, the word future seemed to mean something.",2.6773452684283257
"('mean', 'business')",verbmatch,This cipher has got to mean something.,5.84192168712616
"('mean', 'business')",verbmatch,My name means hopeful in Spanish.,1.7955248355865479
"('mean', 'business')",verbmatch,My dad used to tell me that hearing crickets meant sunshine.,1.6069550514221191
"('mean', 'business')",verbmatch,I can't tell if this message is supposed to mean something after all.,3.4280919283628464
"('mean', 'business')",verbmatch,This incomprehensible gibberish means nothing.,6.859828948974609
"('mean', 'business')",verbmatch,The kiss meant nothing to Sarah.,6.7622599601745605
"('mean', 'business')",verbmatch,The mother realised her toddler's gibberish meant hungry.,-0.008483171463012695
"('mean', 'business')",verbmatch,Many Canadian cities' names mean something in indigenous languages.,8.589284896850586
"('turn', 'tail')",verbmatch,Movie theaters turn chairs towards the screen.,-0.8955779075622559
"('turn', 'tail')",verbmatch,"Nowadays, to activate most ovens, you need to turn knobs.",2.5662671327590942
"('turn', 'tail')",verbmatch,Many people find it difficult to turn screws.,3.3619866371154785
"('turn', 'tail')",verbmatch,It used to be common in America to turn screens toward the dining table.,0.800663948059082
"('turn', 'tail')",verbmatch,It is difficult to park if you don't know how to turn wheels.,2.885567784309387
"('turn', 'tail')",verbmatch,Feng Shui says that you should not turn chairs to face a wall.,0.5824384689331055
"('turn', 'tail')",verbmatch,My dog has figured out how to turn knobs.,4.4994096755981445
"('turn', 'tail')",verbmatch,You have to turn cakes in the oven.,-1.1750426292419434
"('turn', 'tail')",verbmatch,This employee's main task is to turn cranks.,5.048779010772705
"('turn', 'tail')",verbmatch,You should always turn plants towards a window.,-0.7749180793762207
"('rock', 'boat')",verbmatch,This dad likes to rock his child to sleep.,0.8082365095615387
"('rock', 'boat')",verbmatch,The explosion rocked the town.,2.4790490865707397
"('rock', 'boat')",verbmatch,The waves softly rocked the ship.,3.0142707712948322
"('rock', 'boat')",verbmatch,The grandma rocked the cat on the patio.,2.5218197107315063
"('rock', 'boat')",verbmatch,Having a craddle is a good way to rock a child.,3.3196778297424316
"('rock', 'boat')",verbmatch,The hammock rocked the child to sleep.,3.449416220188141
"('rock', 'boat')",verbmatch,The earthquake rocked the town.,4.594198286533356
"('rock', 'boat')",verbmatch,The wind rocked the plane during the turbulence.,8.420890113338828
